name,Temperature,top_k,top_p,Oracle Entropy,empirical_unigram_entropy,Bigram Entropy,FBD Score,OT Distance,ref_oracle_entropy,ref_bigram_entropy,Perplexity (PPL),Round
Temp_1.2,1.2,50,0.95,1.6291179030001164,6.906283587989606,10.78892836586056,0.41030595142400506,1.0654302881212463,3.5910967597583356,11.364064207960974,32.54502487182617,7
Temp_1.4,1.4,50,0.95,1.9698742588698863,7.010004302630177,11.092846144926485,0.411051061493686,1.0734065611993104,3.5910967597583356,11.364064207960974,30.023334503173828,7
Temp_1.6,1.6,50,0.95,2.2655251616969703,7.138489795450891,11.433246673955981,0.41371588321824215,1.080830552231574,3.5910967597583356,11.364064207960974,28.96734046936035,7
Temp_1.8,1.8,50,0.95,2.6088713793367146,7.3275369774803485,11.869638086242752,0.4183018373500049,1.09074255296493,3.5910967597583356,11.364064207960974,28.048490524291992,7
Temp_2.0,2.0,50,0.95,3.0046828862547876,7.524422096346936,12.311107212078216,0.42690553943782117,1.100886071199967,3.5910967597583356,11.364064207960974,27.908973693847656,7
Temp_0.2,0.2,50,0.95,0.8637873568862676,6.713038439026498,10.121725730291498,0.4138749864835005,1.047891232589651,3.5910967597583356,11.364064207960974,90.57600402832031,8
Temp_0.4,0.4,50,0.95,0.8910216630503536,6.724126378036175,10.165893400197419,0.4136481580939195,1.0483083210044237,3.5910967597583356,11.364064207960974,81.87782287597656,8
Temp_0.6,0.6,50,0.95,0.945821330010891,6.7399263791731805,10.224154908404604,0.41300968928359616,1.050183012168317,3.5910967597583356,11.364064207960974,68.09354400634766,8
Temp_0.8,0.8,50,0.95,1.0407738960281014,6.771257845180239,10.327730411874775,0.41126825775650433,1.05252620853453,3.5910967597583356,11.364064207960974,51.95486068725586,8
Temp_1.0,1.0,50,0.95,1.2151760467126966,6.8172848354424325,10.467685418946907,0.41003223823738555,1.0582072399087528,3.5910967597583356,11.364064207960974,40.23550796508789,8
Temp_1.2,1.2,50,0.95,1.4733014762982726,6.8822805466337895,10.677796045289412,0.41119873287223174,1.0624909891341634,3.5910967597583356,11.364064207960974,33.96353530883789,8
Temp_1.4,1.4,50,0.95,1.8219077857688069,6.977145497291967,10.96613627100715,0.4116321448191582,1.071194126570392,3.5910967597583356,11.364064207960974,30.770931243896484,8
Temp_1.6,1.6,50,0.95,2.1392190223619343,7.0960999004661005,11.305034502161968,0.41361123406111644,1.0775393819574255,3.5910967597583356,11.364064207960974,29.326160430908203,8
Temp_1.8,1.8,50,0.95,2.5083645240962507,7.285630811044677,11.753237820937315,0.41866923750161855,1.0902671355895461,3.5910967597583356,11.364064207960974,28.718706130981445,8
Temp_2.0,2.0,50,0.95,2.8590825748443605,7.468369892196556,12.17439330161279,0.4253097130887169,1.098244267522941,3.5910967597583356,11.364064207960974,28.284494400024414,8
Temp_0.2,0.2,50,0.95,0.7887039784833789,6.724565095941808,10.086723967287169,0.4177030860313087,1.0485120156761925,3.5910966896944863,11.364064207960974,96.11547088623047,9
Temp_0.4,0.4,50,0.95,0.8068178396522999,6.744991465556415,10.144960157331202,0.4174668084769684,1.0500187919811532,3.5910966896944863,11.364064207960974,85.8008804321289,9
Temp_0.6,0.6,50,0.95,0.8464215058371425,6.748374107896777,10.18677428283663,0.41711575768673637,1.0507094140350905,3.5910966896944863,11.364064207960974,70.80601501464844,9
Temp_0.8,0.8,50,0.95,0.9114558030217886,6.778679095090198,10.27974833810341,0.41527625365429643,1.05219568683083,3.5910966896944863,11.364064207960974,52.91473388671875,9
Temp_1.0,1.0,50,0.95,1.0332480836436153,6.813187665326734,10.396544674128554,0.41433225822427433,1.0562610358445397,3.5910966896944863,11.364064207960974,42.040767669677734,9
Temp_1.2,1.2,50,0.95,1.2468585637226701,6.874859577800007,10.584554451057043,0.4136435418948783,1.0603567415195352,3.5910966896944863,11.364064207960974,35.74018096923828,9
Temp_1.4,1.4,50,0.95,1.5575478474214672,6.962668241962205,10.85138771737437,0.4127147111513798,1.068706645461026,3.5910966896944863,11.364064207960974,31.563573837280273,9
Temp_1.6,1.6,50,0.95,1.8968641112864018,7.072447931821692,11.176582262393422,0.4148761581965048,1.0756659274258424,3.5910966896944863,11.364064207960974,30.181991577148438,9
Temp_1.8,1.8,50,0.95,2.321164985139668,7.265820070061493,11.651164232468041,0.4177688640830093,1.089228134692319,3.5910966896944863,11.364064207960974,29.290678024291992,9
Temp_2.0,2.0,50,0.95,2.747396167618036,7.4594176183102805,12.112069725246567,0.4272790395001218,1.0984765207675504,3.5910966896944863,11.364064207960974,28.947187423706055,9
Temp_0.2,0.2,50,0.95,0.8434682100251317,6.74013923516469,10.102077725844062,0.4153789584537273,1.0481916554779556,3.5910966554044137,11.364064207960974,99.6811294555664,10
Temp_0.4,0.4,50,0.95,0.8577110755875706,6.748735506960465,10.143965178450394,0.4147562760629875,1.0489397332066737,3.5910966554044137,11.364064207960974,88.3166732788086,10
Temp_0.6,0.6,50,0.95,0.8900638793542981,6.754492246128604,10.193339629510781,0.4139905781236235,1.050843434300809,3.5910967597583356,11.364064207960974,73.9485855102539,10
Temp_0.8,0.8,50,0.95,0.9465847058489919,6.779794016656147,10.256362512662687,0.41364953789444137,1.0518266873338045,3.5910967597583356,11.364064207960974,60.304901123046875,10
Temp_1.0,1.0,50,0.95,1.0515602057918907,6.818344394628608,10.384659241323574,0.4119608208447909,1.0551877556504832,3.5910967597583356,11.364064207960974,47.33690643310547,10
Temp_1.2,1.2,50,0.95,1.2067559778824448,6.864143266646508,10.521097068505455,0.41139465788386986,1.0582172184833438,3.5910967597583356,11.364064207960974,38.206233978271484,10
Temp_1.4,1.4,50,0.95,1.4742695114836097,6.946842540953675,10.770684945739536,0.41022772836498156,1.0663695557343191,3.5910967597583356,11.364064207960974,33.28369903564453,10
Temp_1.6,1.6,50,0.95,1.7790121304824948,7.048807386438787,11.06415846792533,0.41010867808905926,1.072829492985979,3.5910967597583356,11.364064207960974,31.363800048828125,10
Temp_1.8,1.8,50,0.95,2.1892841919660566,7.223974108182626,11.50248825621479,0.414046365546761,1.0854135970122851,3.5910967597583356,11.364064207960974,30.16271209716797,10
Temp_2.0,2.0,50,0.95,2.631103966809809,7.420512977220925,11.972026322137237,0.4217200252593929,1.0951643246407312,3.5910967597583356,11.364064207960974,29.469141006469727,10
